id,date,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities
165,08/09/2007,San José Pinula,4.74385,,14.5667,-90.45,"(14.566700000000001, -90.45)",Landslide,Mudslide,Medium,Rain,,,5
174,08/11/2007,Port Antonio,7.79027,,18.1258,-76.5082,"(18.125800000000002, -76.508200000000002)",Landslide,Landslide,Medium,Rain,,,
185,8/14/07,Meeker,10.87949,,39.9425,-107.8818,"(39.942500000000003, -107.8818)",Landslide,Mudslide,Medium,Rain,,,
186,8/17/07,Pont Cassé,3.39516,,15.3379,-61.361,"(15.337899999999999, -61.360999999999997)",Landslide,Mudslide,Small,Tropical cyclone,Hurricane Dean,,2
187,8/18/07,Caledonia,22.31062,,43.596,-91.2256,"(43.595999999999997, -91.2256)",Landslide,Landslide,Medium,Rain,,,
188,8/18/07,Cody,64.74594,,44.4659,-109.8662,"(44.465899999999998, -109.86620000000001)",Landslide,Landslide,Small,Rain,,,
189,8/18/07,Rochester,0.9999,,44.0304,-92.4671,"(44.0304, -92.467100000000002)",Landslide,Mudslide,Small,Rain,,,
193,8/19/07,La Crosse,13.62525,,43.6796,-91.2194,"(43.679600000000001, -91.219399999999993)",Landslide,Complex,Medium,Rain,,,
194,8/19/07,La Crosse,12.91337,,43.689,-91.2806,"(43.689, -91.280600000000007)",Landslide,Mudslide,Medium,Rain,,,
197,8/20/07,Glendale,3.492,,39.958,-80.7935,"(39.957999999999998, -80.793499999999995)",Landslide,Mudslide,Small,Rain,,,
198,8/21/07,Lanquín,13.39817,,15.6046,-90.0853,"(15.6046, -90.085300000000004)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dean,,
199,8/21/07,Morales,12.55184,,15.5163,-88.9286,"(15.516299999999999, -88.928600000000003)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Dean,,
201,8/23/07,Xochitlaxco (San Baltazar),1.68294,,19.9333,-97.85,"(19.933299999999999, -97.85)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Dean,,6
224,09/01/2007,Scarborough,9.11607,,11.2415,-60.6742,"(11.2415, -60.674199999999999)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Felix,,
225,09/02/2007,El Limón de los Ramos,10.88351,,24.9531,-107.622,"(24.953099999999999, -107.622)",Landslide,Complex,Medium,Tropical cyclone,Tropical Storm Henrietta,,3
228,09/03/2007,Jemez Pueblo,12.89915,,35.7297,-106.713,"(35.729700000000001, -106.71299999999999)",Landslide,Mudslide,Medium,Rain,,,
229,09/04/2007,Bonanza,54.90196,,13.667,-84.2435,"(13.667, -84.243499999999997)",Landslide,Complex,Medium,Tropical cyclone,Hurricane Felix,,
230,09/05/2007,Concepción de Ataco,0.00273,,13.8703,-89.8486,"(13.8703, -89.848600000000005)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Felix,,
235,09/05/2007,Hoback,9.42463,,43.2046,-110.8317,"(43.204599999999999, -110.8317)",Landslide,Landslide,Medium,Rain,,,
236,09/05/2007,Ketchum,4.51471,,43.6846,-114.4194,"(43.684600000000003, -114.4194)",Landslide,Mudslide,Medium,Rain,,,
238,09/06/2007,Steamboat Springs,2.63588,,40.4613,-106.8295,"(40.461300000000001, -106.8295)",Landslide,Mudslide,Small,Rain,,,
249,09/09/2007,Heredia,0.26208,,10,-84.1167,"(10, -84.116699999999994)",Landslide,Landslide,Medium,Rain,,,
250,09/09/2007,Roseau,2.59849,,15.3055,-61.3642,"(15.3055, -61.364199999999997)",Landslide,Landslide,Medium,Rain,Tropical Wave,,
268,9/17/07,New Castle,4.25758,,39.5542,-107.5798,"(39.554200000000002, -107.57980000000001)",Landslide,Mudslide,Medium,Rain,,,
277,9/22/07,Guatemala City,2.79113,,14.6229,-90.5316,"(14.6229, -90.531599999999997)",Landslide,Mudslide,Medium,Rain,,,3
284,9/28/07,Xaltepuxtla,7.93258,,20.2,-97.9,"(20.2, -97.9)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Lorenzo,,1
297,10/08/2007,Gros Morne,8.70343,,19.699,-72.754,"(19.699000000000002, -72.754000000000005)",Landslide,Landslide,Medium,Downpour,,,
299,10/09/2007,San Ignacio,4.57763,,9.7789,-84.125,"(9.7789000000000001, -84.125)",Landslide,Complex,Medium,Rain,,,4
301,10/11/2007,Atenas,3.08459,,9.9869,-84.407,"(9.9869000000000003, -84.406999999999996)",Landslide,Mudslide,Large,Rain,,,14
302,10/11/2007,,9.56251,,10.0214,-83.9451,"(10.0214, -83.945099999999996)",Landslide,Landslide,Large,Rain,,,10
303,10/12/2007,Cabaret,0.51272,,18.7335,-72.4133,"(18.733499999999999, -72.413300000000007)",Landslide,Complex,Large,Rain,,,23
304,10/12/2007,Maggotty,4.57363,,18.1257,-77.7405,"(18.125699999999998, -77.740499999999997)",Landslide,Complex,Medium,Rain,,,
307,10/13/07,Suárez,8.46579,,2.9437,-76.7719,"(2.9437000000000002, -76.771900000000002)",Landslide,Mudslide,Large,Continuous rain,,,24
314,10/17/07,Bath,0.21825,,17.95,-76.35,"(17.95, -76.349999999999994)",Landslide,Mudslide,Medium,Rain,,,
323,10/24/07,Miramar,3.82425,Mine construction,10.0715,-84.7575,"(10.0715, -84.757499999999993)",Landslide,Mudslide,Medium,Downpour,,,
333,10/29/07,Bajos de Haina,1.72138,,18.427,-70.044,"(18.427, -70.043999999999997)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Storm Noel,,3
334,10/29/07,Port-au-Prince,2.72168,,18.5146,-72.3361,"(18.514600000000002, -72.336100000000002)",Landslide,Complex,Medium,Tropical cyclone,Tropical Storm Noel,,
339,10/31/07,Easington,6.5194,,17.9384,-76.6479,"(17.938400000000001, -76.647900000000007)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Noel,,1
340,10/31/07,Riversdale,5.46381,,18.2152,-76.9659,"(18.215199999999999, -76.965900000000005)",Landslide,Complex,Medium,Rain,,,
341,10/31/07,Gordon Town,0.96514,,18.037,-76.7088,"(18.036999999999999, -76.708799999999997)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Noel,,
342,10/31/07,Buenavista,4.19108,,17.9493,-92.5534,"(17.949300000000001, -92.553399999999996)",Landslide,Landslide,Medium,Rain,,,18
343,11/01/2007,Río Verde Abajo,3.72637,,19.305,-70.6,"(19.305, -70.599999999999994)",Landslide,Complex,Large,Tropical cyclone,Tropical Storm Noel,,68
346,11/04/2007,Ostuacán,3.74149,,17.39,-93.306,"(17.39, -93.305999999999997)",Landslide,Mudslide,Very_large,Rain,,,5
354,11/12/2007,Saint Annнўд‰ед‹ўs Bay,3.96533,,18.4,-77.2,"(18.399999999999999, -77.2)",Landslide,Landslide,Medium,Rain,,,
357,11/17/07,Roxborough,7.33295,,11.2965,-60.6312,"(11.2965, -60.6312)",Landslide,Landslide,Medium,Rain,,,
376,11/30/07,Rancho Santa Fe,6.48824,,33.0409,-117.1378,"(33.040900000000001, -117.1378)",Landslide,Debris flow,Small,Rain,,,
386,12/08/2007,Lawrenceburg,2.66572,,39.101,-84.822,"(39.100999999999999, -84.822000000000003)",Landslide,Landslide,Medium,Rain,,,
388,12/11/2007,Santiago de los Caballeros,1.10868,,19.455,-70.707,"(19.454999999999998, -70.706999999999994)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,17
390,12/11/2007,Sangre Grande,29.28864,,10.841,-61.055,"(10.840999999999999, -61.055)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,3
391,12/11/2007,Roxborough,8.62938,,11.3,-60.644,"(11.3, -60.643999999999998)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,
392,12/11/2007,Roxborough,2.66802,,11.267,-60.566,"(11.266999999999999, -60.566000000000003)",Landslide,Landslide,Small,Tropical cyclone,Tropical Storm Olga,,
393,12/12/2007,San Juan,6.91777,,18.432,-66.051,"(18.431999999999999, -66.051000000000002)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,
396,12/16/07,Trafford,0.27058,,40.3875,-79.7569,"(40.387500000000003, -79.756900000000002)",Landslide,Landslide,Medium,Rain,,,3
397,12/19/07,Ambalema,6.9613,,4.847,-74.7631,"(4.8470000000000004, -74.763099999999994)",Landslide,Landslide,Large,Rain,,,
403,01/01/2008,Level Green,0.03251,Above road,40.3916,-79.732,"(40.391599999999997, -79.731999999999999)",Landslide,Landslide,Small,Rain,,,
414,01/06/2008,La Jolla,8.13382,,32.8008,-117.207,"(32.800800000000002, -117.20699999999999)",Landslide,Landslide,Small,Rain,,,
417,01/07/2008,Tijuana,12.53758,,32.5755,-116.9016,"(32.575499999999998, -116.9016)",Landslide,Landslide,Medium,Rain,,,1
418,01/07/2008,Encinitas,3.23702,,33.0643,-117.3042,"(33.064300000000003, -117.30419999999999)",Landslide,Landslide,Medium,Rain,,,
436,1/28/08,La Jolla,1.15586,,32.8464,-117.2619,"(32.846400000000003, -117.2619)",Landslide,Landslide,Medium,Rain,,,
446,02/05/2008,Wickerham Manor-Fisher,1.09139,,40.1833,-79.8965,"(40.183300000000003, -79.896500000000003)",Landslide,Landslide,Medium,Rain,,,
449,02/09/2008,Etna,1.23232,,40.4934,-79.9458,"(40.493400000000001, -79.945800000000006)",Landslide,Landslide,Small,Rain,,,
468,2/28/08,Archidona,50.21741,,-0.4635,-77.8928,"(-0.46350000000000002, -77.892799999999994)",Landslide,Landslide,Medium,Rain,,,7
469,03/04/2008,Homestead,2.97055,,40.4278,-79.9321,"(40.427799999999998, -79.932100000000005)",Landslide,Landslide,Medium,Rain,,,0
472,03/05/2008,Tingo María,17.34318,,-9.2114,-76.1311,"(-9.2113999999999994, -76.131100000000004)",Landslide,Landslide,Medium,Rain,,,7
476,03/09/2008,Green Island,4.36125,,42.7404,-73.6385,"(42.740400000000001, -73.638499999999993)",Landslide,Landslide,Small,Rain,,,0
477,03/10/2008,Pitcairn,0.36435,,40.4041,-79.7822,"(40.4041, -79.782200000000003)",Landslide,Landslide,Small,Rain,,,0
479,3/14/08,Toronto,1.02992,,40.4634,-80.613,"(40.4634, -80.613)",Landslide,Mudslide,Small,Rain,,,
480,3/16/08,Mount Carmel,1.17753,,39.096,-84.2992,"(39.095999999999997, -84.299199999999999)",Landslide,Landslide,Small,Rain,,,0
485,3/24/08,Wellsville,7.05134,,40.5573,-80.707,"(40.557299999999998, -80.706999999999994)",Landslide,Landslide,Small,Rain,,,
487,3/28/08,Ludlow,2.26622,,39.1072,-84.5657,"(39.107199999999999, -84.565700000000007)",Landslide,Landslide,Small,Rain,,,
489,04/01/2008,Quito,1.56942,,-0.2196,-78.5347,"(-0.21959999999999999, -78.534700000000001)",Landslide,Landslide,Medium,Rain,,,
491,04/01/2008,Jerseyville,18.72748,,38.9716,-90.4312,"(38.971600000000002, -90.431200000000004)",Landslide,Landslide,Medium,Rain,,,
494,04/08/2008,Franklin Park,3.60364,,40.5531,-80.0726,"(40.553100000000001, -80.072599999999994)",Landslide,Landslide,Small,Rain,,,
497,04/11/2008,Carhuaz,2.43089,,-9.2965,-77.6613,"(-9.2965, -77.661299999999997)",Landslide,Landslide,Medium,Rain,,,
498,04/11/2008,Westby,0.62955,,43.6516,-90.857,"(43.651600000000002, -90.856999999999999)",Landslide,Landslide,Medium,Unknown,,,
499,4/13/08,Avon,3.03321,,39.625,-106.4879,"(39.625, -106.4879)",Landslide,Mudslide,Small,Rain,,,
501,4/16/08,Ocho Rios,0.53886,,18.4054,-77.1007,"(18.4054, -77.100700000000003)",Landslide,Mudslide,Medium,Rain,,,
506,4/20/08,Port-au-Prince,1.80063,,18.5283,-72.3224,"(18.528300000000002, -72.322400000000002)",Landslide,Mudslide,Medium,Rain,,,3
509,4/25/08,Winona,1.7294,,44.0344,-91.6396,"(44.034399999999998, -91.639600000000002)",Landslide,Mudslide,Small,Rain,,,
514,4/29/08,Newbury,0.08548,,43.3207,-72.0358,"(43.320700000000002, -72.035799999999995)",Landslide,Rockfall,Small,Rain,,,
515,4/29/08,Whitefield,8.19938,,44.4175,-71.6923,"(44.417499999999997, -71.692300000000003)",Landslide,Mudslide,Small,Rain,,,
530,05/09/2008,Chatmoss,8.27691,,36.6619,-79.7199,"(36.661900000000003, -79.719899999999996)",Landslide,Mudslide,Small,Downpour,,,
532,05/12/2008,Montgomery,7.85746,,38.1362,-81.2584,"(38.136200000000002, -81.258399999999995)",Landslide,Rockfall,Small,Rain,,,
546,5/20/08,Fort Wright,0.90111,,39.0447,-84.5289,"(39.044699999999999, -84.528899999999993)",Landslide,Mudslide,Small,Rain,,,
555,5/28/08,Aspen,20.14967,,39.3707,-106.7839,"(39.370699999999999, -106.7839)",Landslide,Mudslide,Small,Rain,,,
556,5/29/08,Bagaces,17.65521,,10.4024,-85.3555,"(10.4024, -85.355500000000006)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Alma,,
562,5/31/08,Medellín,5.1217,,6.2746,-75.6039,"(6.2746000000000004, -75.603899999999996)",Landslide,Complex,Large,Downpour,,,27
563,06/01/2008,Palín,3.1015,,14.4226,-90.6755,"(14.422599999999999, -90.6755)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Storm Arthur,,1
564,06/02/2008,Santa Tecla,4.96416,,13.7205,-89.2687,"(13.720499999999999, -89.268699999999995)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Arthur,,
577,06/07/2008,Martinsville,0.63962,,39.4279,-86.4209,"(39.427900000000001, -86.420900000000003)",Landslide,Mudslide,Medium,Downpour,,,
590,6/16/08,Hancock,4.46079,,41.942,-75.2291,"(41.942, -75.229100000000003)",Landslide,Mudslide,Small,Rain,,,
591,6/18/08,Guatemala City,3.12614,,14.651,-90.5403,"(14.651, -90.540300000000002)",Landslide,Complex,Medium,Rain,,,8
597,6/20/08,Jasper,30.98796,Above road,35.7885,-92.9331,"(35.788499999999999, -92.933099999999996)",Landslide,Mudslide,Small,Rain,,,
605,6/24/08,Hacarí ,0.38844,,8.32,-73.15,"(8.32, -73.150000000000006)",Landslide,Landslide,Medium,Downpour,,,10
617,6/29/08,Orange,3.31974,,40.78,-74.27,"(40.78, -74.27)",Landslide,Mudslide,Small,Rain,,,
629,07/05/2008,Las Vegas,15.17455,,35.46,-105.19,"(35.46, -105.19)",Landslide,Debris flow,Medium,Downpour,,,
633,07/09/2008,Williamson,2.20331,,37.66,-82.26,"(37.659999999999997, -82.26)",Landslide,Landslide,Small,Downpour,,,
634,07/09/2008,Charleston,3.05313,,38.34,-81.6,"(38.340000000000003, -81.599999999999994)",Landslide,Mudslide,Small,Downpour,,,
635,07/09/2008,Guttenberg,2.88694,,42.8,-91.07,"(42.8, -91.07)",Landslide,Landslide,Small,Downpour,,,
643,7/13/08,Durango,2.94432,,37.25,-107.87,"(37.25, -107.87)",Landslide,Mudslide,Medium,Downpour,,,
644,7/14/08,Quetame,8.58891,,4.41,-73.86,"(4.41, -73.86)",Landslide,Landslide,Medium,Downpour,,,4
649,7/16/08,Brice Prairie,6.28666,,43.89,-91.34,"(43.89, -91.34)",Landslide,Mudslide,Small,Flooding,,,
650,7/17/08,Briceño,6.44532,Burned area,7.16,-75.52,"(7.16, -75.52)",Landslide,Landslide,Medium,Rain,,,8
656,7/21/08,La Unión,0.8064,,14.97,-89.29,"(14.97, -89.29)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Dolly,,21
658,7/22/08,Snowmass Village,10.78549,,39.31,-106.93,"(39.31, -106.93)",Landslide,Mudslide,Small,Downpour,,,
659,7/22/08,McCall,29.97781,,44.93,-115.72,"(44.93, -115.72)",Landslide,Mudslide,Medium,Downpour,,,
660,7/22/08,Salmon,25.30277,,44.98,-114.06,"(44.98, -114.06)",Landslide,Mudslide,Medium,Downpour,,,
675,7/28/08,Walsenburg,32.15868,,37.5588,-105.135,"(37.558799999999998, -105.13500000000001)",Landslide,Mudslide,Small,Downpour,,,
686,08/04/2008,Jemez Pueblo,12.68493,,35.7279,-106.715,"(35.727899999999998, -106.715)",Landslide,Mudslide,Small,Rain,,,
690,08/06/2008,Walsenburg,41.47439,,37.59,-105.248,"(37.590000000000003, -105.248)",Landslide,Mudslide,Small,Rain,,,
691,08/06/2008,Woodsville,5.61303,,44.146,-71.9677,"(44.146000000000001, -71.967699999999994)",Landslide,Mudslide,Small,Rain,,,
693,08/07/2008,Ramona,3.32897,,33.047,-116.833,"(33.046999999999997, -116.833)",Landslide,Complex,Small,Downpour,,,
694,08/07/2008,Carbondale,22.50782,,39.2,-107.23,"(39.200000000000003, -107.23)",Landslide,Mudslide,Medium,Rain,,,
695,08/07/2008,Mapleton,5.66291,,40.08,-111.59,"(40.08, -111.59)",Landslide,Mudslide,Medium,Downpour,,,
698,08/08/2008,East Carbon City,67.58127,,38.9749,-110.15,"(38.974899999999998, -110.15)",Landslide,Landslide,Small,Rain,,,
724,8/17/08,Sabana de La Mar,0.75284,,19.056,-69.3822,"(19.056000000000001, -69.382199999999997)",Landslide,Complex,Medium,Tropical cyclone,Tropical Storm Fay,,
728,8/18/08,Caldas,1.27637,,6.08,-75.639,"(6.08, -75.638999999999996)",Landslide,Landslide,Medium,Rain,,,
729,8/18/08,Cereté,0.68544,,8.8856,-75.7967,"(8.8856000000000002, -75.796700000000001)",Landslide,Landslide,Medium,Rain,,,
742,8/23/08,Salida,8.16325,,38.498,-106.08,"(38.497999999999998, -106.08)",Landslide,Mudslide,Small,Rain,,,
743,8/24/08,Perry Park,17.16659,,39.2228,-105.1865,"(39.222799999999999, -105.1865)",Landslide,Mudslide,Medium,Rain,,,
744,8/25/08,San Francisco Chimalpa,2.59637,,19.436,-99.365,"(19.436, -99.364999999999995)",Landslide,Mudslide,Medium,Downpour,,,1
746,8/26/08,La Agustina,5.71058,,18.55,-69.92,"(18.55, -69.92)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Gustav,,8
747,8/26/08,Jacmel,4.41574,,18.264,-72.507,"(18.263999999999999, -72.507000000000005)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Gustav,,25
748,8/26/08,Port-au-Prince,3.50201,,18.509,-72.345,"(18.509, -72.344999999999999)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Gustav,,3
750,8/26/08,Cerro Azul,1.84596,,9.1559,-79.4295,"(9.1559000000000008, -79.429500000000004)",Landslide,Landslide,Medium,Downpour,,,
751,8/26/08,Lake Lure,0.85349,,35.4213,-82.2,"(35.421300000000002, -82.2)",Landslide,Mudslide,Small,Rain,,,
756,8/28/08,Mavis Bank,9.83051,,18.0388,-76.574,"(18.038799999999998, -76.573999999999998)",Landslide,Landslide,Medium,Tropical cyclone,Hurricane Gustav,,7
757,8/28/08,Lake Lure,5.17876,,35.4437,-82.2585,"(35.4437, -82.258499999999998)",Landslide,Mudslide,Small,Tropical cyclone,Tropical Storm Fay,,
771,09/03/2008,Gonaïves,4.72379,,19.43,-72.648,"(19.43, -72.647999999999996)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Hannah,,26
774,09/04/2008,Bath,1.71217,,17.948,-76.333,"(17.948, -76.332999999999998)",Landslide,Complex,Medium,Tropical cyclone,Tropical Storm Gustav,,
776,09/06/2008,Daniel Flores,1.85787,,9.35,-83.678,"(9.35, -83.677999999999997)",Landslide,Mudslide,Medium,Downpour,,,
779,09/06/2008,Holyoke,2.841,,42.228,-72.629,"(42.228000000000002, -72.629000000000005)",Landslide,Mudslide,Medium,Tropical cyclone,Hurricane Hannah,,
780,09/07/2008,Petit Valley,10.61854,,10.7603,-61.4578,"(10.760300000000001, -61.457799999999999)",Landslide,Landslide,Medium,Downpour,,,
800,9/20/08,Sun Valley,1.58679,,43.7,-114.371,"(43.7, -114.371)",Landslide,Mudslide,Small,Downpour,,,
826,10/03/2008,Tisma,14.49301,,12.12,-85.89,"(12.12, -85.89)",Landslide,Landslide,Medium,Downpour,,,9
837,10/12/2008,Moñitos,23.49217,,8.4,-75.899,"(8.4, -75.899000000000001)",Landslide,Landslide,Medium,Downpour,,,
838,10/12/2008,San Isidro,16.24937,,9.519,-83.706,"(9.5190000000000001, -83.706000000000003)",Landslide,Landslide,Medium,Downpour,,,
839,10/12/2008,Santiago,12.85801,,9.764,-84.397,"(9.7639999999999993, -84.397000000000006)",Landslide,Landslide,Medium,Downpour,,,
841,10/12/2008,Vieux Fort,2.61752,,13.74,-60.946,"(13.74, -60.945999999999998)",Landslide,Landslide,Medium,Downpour,,,
845,10/15/08,Golfito,11.74074,,8.67,-83.064,"(8.67, -83.063999999999993)",Landslide,Landslide,Medium,Downpour,,,
848,10/16/08,Miramar,8.92048,,10.111,-84.809,"(10.111000000000001, -84.808999999999997)",Landslide,Complex,Medium,Downpour,,,
852,10/18/08,San José Poaquil,5.31511,,14.8667,-90.9167,"(14.8667, -90.916700000000006)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Depression 16,,
854,10/19/08,Corquín,0.43391,,14.5637,-88.8693,"(14.563700000000001, -88.869299999999996)",Landslide,Landslide,Large,Tropical cyclone,Tropical Depression 16,,23
855,10/20/08,Tegucigalpa,2.99239,,14.108,-87.2137,"(14.108000000000001, -87.213700000000003)",Landslide,Mudslide,Large,Tropical cyclone,Tropical Depression 16,,29
857,10/22/08,Bathsheba,2.87363,,13.229,-59.54,"(13.228999999999999, -59.54)",Landslide,Mudslide,Medium,Downpour,,,
867,10/28/08,San Sebastián Huehuetenango,1.58358,,15.376,-91.596,"(15.375999999999999, -91.596000000000004)",Landslide,Mudslide,Medium,Downpour,,,
889,11/16/08,Medellín,4.09028,,6.217,-75.576,"(6.2169999999999996, -75.575999999999993)",Landslide,Mudslide,Large,Downpour,,,8
891,11/16/08,Port-of-Spain,1.07831,,10.676,-61.516,"(10.676, -61.515999999999998)",Landslide,Complex,Medium,Downpour,,,1
896,11/20/08,Caracas,2.92493,,10.466,-66.894,"(10.465999999999999, -66.894000000000005)",Landslide,Mudslide,Medium,Downpour,,,8
904,11/24/08,Miranda,0.70558,,3.2468,-76.2226,"(3.2467999999999999, -76.2226)",Landslide,Mudslide,Medium,Downpour,,,10
905,11/25/08,Boquete,9.837,,8.787,-82.344,"(8.7870000000000008, -82.343999999999994)",Landslide,Complex,Medium,Downpour,,,8
908,11/26/08,Valley Center,14.4377,,33.3,-116.9135,"(33.299999999999997, -116.9135)",Landslide,Debris flow,Medium,Rain,,,
928,12/14/08,Morales,23.92309,Above road,15.3796,-90.5316,"(15.3796, -90.531599999999997)",Landslide,Mudslide,Medium,Rain,,2,2
937,12/17/08,Fairbanks Ranch,8.33509,,33.023,-117.105,"(33.023000000000003, -117.105)",Landslide,Mudslide,Small,Rain,,,
938,12/18/08,Petit Valley,5.91101,,10.735,-61.4925,"(10.734999999999999, -61.4925)",Landslide,Mudslide,Medium,Downpour,,,
939,12/19/08,Petit Valley,2.24772,,10.716,-61.546,"(10.715999999999999, -61.545999999999999)",Landslide,Complex,Medium,Downpour,,,
941,12/20/08,"Peñal,",2.57071,,10.158,-61.4449,"(10.157999999999999, -61.444899999999997)",Landslide,Mudslide,Medium,Downpour,,,
946,12/22/08,Harbison Canyon,1.91206,,32.8273,-116.8487,"(32.827300000000001, -116.84869999999999)",Landslide,Complex,Small,Downpour,,,
947,12/22/08,Kingston,2.61361,,35.9,-84.5255,"(35.9, -84.525499999999994)",Landslide,Lahar,Medium,Dam embankment collapse,,,
958,01/07/2009,Maggie Valley,2.71542,,35.507,-83.071,"(35.506999999999998, -83.070999999999998)",Landslide,Landslide,Small,Rain,,,0
975,1/22/09,Mexico City,0.15208,,19.4271,-99.1276,"(19.427099999999999, -99.127600000000001)",Landslide,Landslide,Medium,Downpour,,,2
984,02/12/2009,Pedro García,4.86398,,19.55,-70.639,"(19.55, -70.638999999999996)",Landslide,Mudslide,Medium,Downpour,,,0
995,03/10/2009,Crafton,2.84144,,40.4427,-80.0342,"(40.442700000000002, -80.034199999999998)",Landslide,Mudslide,Small,Rain,,,0
996,3/19/09,Hobo,10.1804,Unknown,2.5384,-75.5299,"(2.5384000000000002, -75.529899999999998)",Landslide,Mudslide,Medium,Continuous rain,,,5
1000,04/08/2009,Sale Creek,11.5102,,35.3561,-85.2314,"(35.356099999999998, -85.231399999999994)",Landslide,Rockfall,Small,Rain,,,0
1001,04/11/2009,Provo,3.35726,,40.2544,-111.6296,"(40.254399999999997, -111.6296)",Landslide,Rockfall,Small,Downpour,,,0
1003,4/13/09,East Lexington,10.60458,,37.8826,-79.3838,"(37.882599999999996, -79.383799999999994)",Landslide,Mudslide,Small,Downpour,,,0
1004,4/14/09,Parcoy,9.64894,,-7.9589,-77.5239,"(-7.9588999999999999, -77.523899999999998)",Landslide,Mudslide,Medium,Downpour,,,12
1005,4/14/09,Aricapampa,0.00442,,-7.8058,-77.7172,"(-7.8057999999999996, -77.717200000000005)",Landslide,Mudslide,Medium,Downpour,,,0
1006,4/14/09,Cottonwood Heights,1.90486,Above road,40.6235,-111.7443,"(40.6235, -111.7443)",Landslide,Rockfall,Small,Rain,,,0
1007,4/15/09,East Millcreek,1.68712,,40.7118,-111.798,"(40.711799999999997, -111.798)",Landslide,Rockfall,Small,Rain,,,0
